Date,Value
2019-01-01,98.69014607673984
2019-02-01,98.73118699770103
2019-03-01,98.77225638074023
2019-04-01,98.81342913328282
2019-05-01,98.85479597828328
2019-06-01,98.89644670611737
2019-07-01,98.93846035744022
2019-08-01,98.98094399744126
2019-09-01,99.02404368711842
2019-10-01,99.06789986635877
2019-11-01,99.11263741645993
2019-12-01,99.15841122567328
2020-01-01,99.2054447490962
2020-02-01,99.25400599660213
2020-03-01,99.3044389888458
2020-04-01,99.35710482939886
2020-05-01,99.41240598023647
2020-06-01,99.47067843772066
2020-07-01,99.53216011446482
2020-08-01,99.59695207041297
2020-09-01,99.66500035439013
2020-10-01,99.73609844910524
2020-11-01,99.80990337890934
2020-12-01,99.88592382798332
2021-01-01,99.9635011261067
2021-02-01,100.04183174723768
2021-03-01,100.12005914442294
2021-04-01,100.19729608794886
2021-05-01,100.27261228843902
2021-06-01,100.34517486651083
2021-07-01,100.4142986780395
2021-08-01,100.47944821953448
2021-09-01,100.54023977231927
2021-10-01,100.59643687825763
2021-11-01,100.64795306256245
2021-12-01,100.69485487566342
2022-01-01,100.73730970458311
2022-02-01,100.77560334919991
2022-03-01,100.81006068510719
2022-04-01,100.84105689322132
2022-05-01,100.86895951135556
2022-06-01,100.89414711503892
2022-07-01,100.91697265761212
2022-08-01,100.93775477664401
2022-09-01,100.95676231993559
2022-10-01,100.97424068009502
2022-11-01,100.99034103012498
2022-12-01,101.00514688742534
2023-01-01,101.01870077349115
2023-02-01,101.03095457461694
2023-03-01,101.04185193398796
2023-04-01,101.05129962294394
2023-05-01,101.0592223397737
2023-06-01,101.06554816473657
2023-07-01,101.07020800987391
2023-08-01,101.0731560130489
2023-09-01,101.07439004767967
2023-10-01,101.07392374023897
2023-11-01,101.07182805122405
2023-12-01,101.06822436309463
2024-01-01,101.06325684802907
2024-02-01,101.05713438484719
2024-03-01,101.0500267373099
2024-04-01,101.04209275706808
2024-05-01,101.03347393280468
2024-06-01,101.02430188565008
2024-07-01,101.01470591215595
2024-08-01,101.0048275101319
2024-09-01,100.99477937836592
2024-10-01,100.98463221373552
2024-11-01,100.97442929788359
2024-12-01,100.96419414632706
