Date,Value
2019-01-01,100.21149787119553
2019-02-01,100.22488621476126
2019-03-01,100.23832931541928
2019-04-01,100.25189409094136
2019-05-01,100.26565174178576
2019-06-01,100.27967680909879
2019-07-01,100.29404621932255
2019-08-01,100.30881747689854
2019-09-01,100.32404155528081
2019-10-01,100.33973409337642
2019-11-01,100.35587433831776
2019-12-01,100.37242488903625
2020-01-01,100.38934446430095
2020-02-01,100.40659369781912
2020-03-01,100.42413396326585
2020-04-01,100.44191923197609
2020-05-01,100.45991568820394
2020-06-01,100.47811438292358
2020-07-01,100.49649526185298
2020-08-01,100.51501895721128
2020-09-01,100.53363940015777
2020-10-01,100.55227475664637
2020-11-01,100.57079918989484
2020-12-01,100.58907628848506
2021-01-01,100.60697861327729
2021-02-01,100.62439337261182
2021-03-01,100.64121423464745
2021-04-01,100.65734706244764
2021-05-01,100.67270180142063
2021-06-01,100.68718441453971
2021-07-01,100.7007027604864
2021-08-01,100.71316558791341
2021-09-01,100.72445381889294
2021-10-01,100.73441273899792
2021-11-01,100.74287899117499
2021-12-01,100.74971460637504
2022-01-01,100.75479947117455
2022-02-01,100.75801696419123
2022-03-01,100.7592674918573
2022-04-01,100.75848215387137
2022-05-01,100.75606710080066
2022-06-01,100.75248692195179
2022-07-01,100.74816064641595
2022-08-01,100.74343421391487
2022-09-01,100.73857383079199
2022-10-01,100.73375935379264
2022-11-01,100.72912629425718
2022-12-01,100.72477309690426
2023-01-01,100.72077535045989
2023-02-01,100.71721386774055
2023-03-01,100.71417496327447
2023-04-01,100.71172986729349
2023-05-01,100.70992799232366
2023-06-01,100.70879710298355
2023-07-01,100.70833649667006
2023-08-01,100.70852402653676
2023-09-01,100.70933002236947
2023-10-01,100.71069644422994
2023-11-01,100.71257849315064
2023-12-01,100.71493757179982
2024-01-01,100.71776198711707
2024-02-01,100.72103900871056
2024-03-01,100.72476856160601
2024-04-01,100.72894910978683
2024-05-01,100.73355656386406
2024-06-01,100.73855093520498
2024-07-01,100.74388990485994
2024-08-01,100.74952153228656
2024-09-01,100.75541860681015
2024-10-01,100.76151575653856
2024-11-01,100.7677298721763
2024-12-01,100.77398051694482
