Date,Value
2019-01-01,0.994695676236643
2019-02-01,0.9950512019780219
2019-03-01,0.9954056377418843
2019-04-01,0.9957521261061318
2019-05-01,0.9960928787016009
2019-06-01,0.9964278327059258
2019-07-01,0.9967574744023869
2019-08-01,0.9970792742525492
2019-09-01,0.9973928723378109
2019-10-01,0.9976983893455255
2019-11-01,0.9979952242358001
2019-12-01,0.9982866858028154
2020-01-01,0.9985732359501798
2020-02-01,0.998857955561654
2020-03-01,0.9991407607129473
2020-04-01,0.9994177578995213
2020-05-01,0.9996889327306766
2020-06-01,0.9999522973603048
2020-07-01,1.0002038716553014
2020-08-01,1.000436206573023
2020-09-01,1.0006451028019614
2020-10-01,1.0008291779607068
2020-11-01,1.0009869354245997
2020-12-01,1.0011203626538436
2021-01-01,1.0012296424603484
2021-02-01,1.0013176576308398
2021-03-01,1.0013838027824287
2021-04-01,1.0014246032504452
2021-05-01,1.001443502161693
2021-06-01,1.0014430798233047
2021-07-01,1.0014269968547636
2021-08-01,1.0013963831061194
2021-09-01,1.0013533804415293
2021-10-01,1.0013005893096567
2021-11-01,1.0012398911744116
2021-12-01,1.0011768966254466
2022-01-01,1.001115255148861
2022-02-01,1.0010594372795987
2022-03-01,1.0010134194376632
2022-04-01,1.000974368359914
2022-05-01,1.0009484776290827
2022-06-01,1.0009378453856541
2022-07-01,1.0009454761258332
2022-08-01,1.0009691703287842
2022-09-01,1.0010081905933852
2022-10-01,1.0010630516594636
2022-11-01,1.0011314204758337
2022-12-01,1.0012149179460559
2023-01-01,1.0013139752917137
2023-02-01,1.0014306060317548
2023-03-01,1.0015682602146203
2023-04-01,1.0017245246522213
2023-05-01,1.0019034744717317
2023-06-01,1.0021055233750018
2023-07-01,1.0023308834337106
2023-08-01,1.002576287169302
2023-09-01,1.0028402496807598
2023-10-01,1.0031231210471259
2023-11-01,1.003422554107881
2023-12-01,1.003742304263544
2024-01-01,1.004083389237266
2024-02-01,1.0044475390921792
2024-03-01,1.004836061433831
2024-04-01,1.0052477327886649
2024-05-01,1.005685507734413
2024-06-01,1.0061466986451415
2024-07-01,1.0066298897346577
2024-08-01,1.0071288633626958
2024-09-01,1.007640274813314
2024-10-01,1.0081621593106151
2024-11-01,1.0086884103929505
2024-12-01,1.0092163825598304
