Date,Value
2019-01-01,99.09999999999998
2019-02-01,99.40000000000002
2019-03-01,99.00000000000001
2019-04-01,98.80000000000003
2019-05-01,98.70000000000003
2019-06-01,99.29999999999997
2019-07-01,99.5
2019-08-01,98.90000000000003
2019-09-01,98.79999999999995
2019-10-01,99.50000000000003
2019-11-01,100.1
2019-12-01,99.8
2020-01-01,100.29999999999998
2020-02-01,99.49999999999994
2020-03-01,99.9
2020-04-01,98.40000000000002
2020-05-01,98.00000000000009
2020-06-01,97.50000000000007
2020-07-01,97.3
2020-08-01,97.40000000000009
2020-09-01,97.7
2020-10-01,97.60000000000007
2020-11-01,97.39999999999999
2020-12-01,97.79999999999998
2021-01-01,99.19999999999997
2021-02-01,99.59999999999995
2021-03-01,99.49999999999999
2021-04-01,101.59999999999995
2021-05-01,102.4
2021-06-01,102.50000000000006
2021-07-01,102.59999999999994
2021-08-01,102.59999999999997
2021-09-01,102.69999999999999
2021-10-01,102.80000000000007
2021-11-01,102.10000000000002
2021-12-01,102.39999999999996
2022-01-01,101.29999999999998
2022-02-01,101.50000000000004
2022-03-01,100.69999999999996
2022-04-01,100.99999999999996
2022-05-01,100.50000000000001
2022-06-01,100.39999999999999
2022-07-01,100.20000000000003
2022-08-01,100.60000000000001
2022-09-01,99.60000000000001
2022-10-01,99.99999999999999
2022-11-01,100.4
2022-12-01,99.70000000000003
2023-01-01,100.90000000000005
2023-02-01,100.5
2023-03-01,101.29999999999998
2023-04-01,101.10000000000002
2023-05-01,101.10000000000001
2023-06-01,101.39999999999996
2023-07-01,101.70000000000003
2023-08-01,101.30000000000001
2023-09-01,101.90000000000003
2023-10-01,101.8
2023-11-01,101.4
2023-12-01,102.00000000000003
2024-01-01,100.50000000000001
2024-02-01,100.90000000000003
2024-03-01,100.79999999999998
2024-04-01,100.89999999999998
2024-05-01,101.00000000000001
2024-06-01,101.19999999999999
2024-07-01,100.60000000000001
2024-08-01,100.40000000000002
2024-09-01,100.6
2024-10-01,100.69999999999997
2024-11-01,101.10000000000002
2024-12-01,100.50000000000004
